,Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter,URL: ,Warning Codes: 
2721,09/18/2018,07/25/2018,Boothwyn Pharmacy LLC,New Jersey District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2722,09/12/2018,09/12/2018,"E-Juice Vapor, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/05/2019,,
2723,09/11/2018,09/04/2018,Lernapharm (Loris) Inc.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2724,09/12/2018,09/12/2018,"Vapor Unlimited, LLC d/b/a Fogworks",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/11/2019,,
2725,09/12/2018,09/12/2018,"Metro Vapors, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,03/04/2019,,
2726,09/12/2018,09/12/2018,Vapefu LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/11/2019,,
2727,09/18/2018,09/06/2018,Rose Acre Farms-Hyde County,Atlanta District Office,PHS Act/Shell Egg Regulation/Adulterated,,,,
2728,09/12/2018,09/11/2018,E Juice Forty,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/05/2019,,
2729,09/12/2018,09/12/2018,Aspen Valley Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,03/28/2019,,
2730,09/18/2018,09/07/2018,ITG-Medev Inc,San Francisco District Office,CGMP/QSR/Medical Devices/Adulterated,,,,
2731,09/12/2018,09/12/2018,FireVapor.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/05/2019,,
2732,07/17/2018,07/05/2018,Claris Injectables Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2733,07/17/2018,07/03/2018,bB BioChem Laboratories Inc.,Los Angeles District Office,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,,,
2734,07/17/2018,06/29/2018,Holy Land Brand Inc.,Minneapolis District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,06/05/2019,,
2735,07/03/2018,05/24/2018,"Bimeda, Inc.",Center for Veterinary Medicine,False & Misleading Claims/Misbranded,,,,
2736,07/17/2018,07/03/2018,AniCell Biotech,Los Angeles District Office,Unapproved New Animal Drug/Adultered,,,,
2737,07/17/2018,07/09/2018,Roorda Dairy,Kansas City District Office,Food/Edible Tissue/Drug Residue/Adulterated,,04/12/2019,,
2738,07/31/2018,07/26/2018,Kerry Inc,Chicago District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,,,
2739,07/31/2018,07/18/2018,"Hawaiian Organic Noni, LLC",Los Angeles District Office,Labeling/False & Misleading Claims/Misbranded,,,,
2740,07/31/2018,07/23/2018,"Milbar Laboratories, Inc.",New Jersey District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2741,07/24/2018,07/19/2018,"Niche Pharmaceuticals, Inc",Dallas District Office,Unapproved New Drugs/Misbranded,08/15/2019,08/15/2019,,
2742,02/12/2018,01/30/2018,"Azuma Foods (Suzhou) Co., LTD.",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,,08/02/2018,,
2743,08/07/2018,07/03/2018,"SIA ""Piejura""",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,,12/04/2018,,
2744,07/31/2018,07/12/2018,BioDiagnostic International,San Francisco District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2745,08/21/2018,07/31/2018,"Hangzhou Karic Commodities Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2746,08/21/2018,08/10/2018,"Kyowa Hakko Bio Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
2747,08/14/2018,07/31/2018,"Signature Formulations, LLC",San Francisco District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2748,08/14/2018,08/01/2018,Bill Beauty and Health Products Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2749,07/31/2018,07/13/2018,GC Natural,Los Angeles District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,,04/24/2020,,
2750,08/14/2018,08/07/2018,"Paramesh Banerji Life Sciences, LLC",New Jersey District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2751,07/31/2018,07/03/2018,Jimmy Nesbitt,Cincinnati District Office,Illegal Drug Residue,,,,
2752,07/31/2018,07/24/2018,Stanley Specialty Pharmacy Compounding and Wellness Center,Dallas District Office,Drug Product/Adulterated,,02/08/2022,,
2753,08/07/2018,05/03/2018,Ramirez & Ca. (Filhos),Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,,05/20/2019,,
2754,08/14/2018,07/26/2018,"Yicheng Goto Pharmaceuticals Co., Ltd",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
2755,07/31/2018,07/17/2018,"Yuki Gosei Kogyo Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,11/29/2021,,
2756,08/14/2018,03/23/2018,Namsa,Center for Devices and Radiological Health,Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies,,11/08/2022,,
2757,08/14/2018,07/27/2018,JT Cosmetics & Chemicals Pvt Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug/Misbranded,,,,
2758,07/31/2018,07/25/2018,"Anigan, Inc.",San Francisco District Office,CGMP/QSR/Medical Devices/Adulterated,,09/30/2019,,
2759,08/07/2018,07/24/2018,"Les Produits Chimiques B.G.R., Inc.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,05/21/2020,,
2760,08/07/2018,04/09/2018,"Taiwan Sing Rong Food Co., LTD",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,,
2761,08/21/2018,07/26/2018,"Ashlynn Marketing Group, Inc",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2762,08/14/2018,08/09/2018,Apotex Research Private Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2763,08/14/2018,07/12/2018,www.poppyseedwash.com,Center for Food Safety and Applied Nutrition,New Drug/Labeling/Misbranded,,,,
2764,09/12/2018,08/30/2018,Cigar Standard,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2765,09/12/2018,08/30/2018,Kick Bass Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2766,09/12/2018,08/30/2018,Flavour House Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2767,09/11/2018,08/27/2018,Longood Medicine (Beijing) Co Ltd,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,,,
2768,09/11/2018,07/30/2018,"Medtronic Inc., Cardiac Rhythm and Heart Failure (CRHF)",Florida District Office,CGMP/QSR/Medical Devices/Adulterated,,02/27/2020,,
2769,09/11/2018,08/23/2018,Medtronic Puerto Rico Operations Co.,Florida District Office,CGMP/QSR/Medical Devices/Adulterated,,02/27/2020,,
2770,09/12/2018,09/12/2018,Smoke and Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/05/2019,,
2771,08/28/2018,08/16/2018,CoinRx,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2772,08/27/2018,08/16/2018,PharmacyAffiliates.org,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2773,09/12/2018,09/12/2018,Clouded Minds Vape Shoppe,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2774,09/12/2018,09/12/2018,The Vapor Studio LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,03/28/2019,,
2775,09/12/2018,09/12/2018,TCA Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2776,06/19/2018,05/30/2018,Swamp Vapor Lafayette,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2777,06/19/2018,05/31/2018,Hells Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2778,06/19/2018,05/31/2018,Northwoods Vape Escape LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2779,06/26/2018,06/12/2018,"Henan Lihua Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,08/23/2021,,
2780,06/05/2018,05/31/2018,"Fair Fish Co., Inc.",New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,02/27/2019,,
2781,06/19/2018,06/08/2018,BR SAS,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2782,06/19/2018,01/16/2018,Moore's Pharmacy Inc,Dallas District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2783,06/19/2018,06/07/2018,Up Inya Gear,Center for Food Safety and Applied Nutrition,New Drug/Misbranded,,06/05/2019,,
2784,06/19/2018,06/08/2018,Kaltec Food Packaging Inc.,New York District Office,Acidified Foods/Emergency Permit Control/Adulterated/Misbranded,,07/22/2019,,
2785,06/05/2018,05/29/2018,XLPharmacy,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2786,06/05/2018,05/17/2018,"Silver Armor, Inc.",Atlanta District Office,Unapproved New Drugs/Misbranded,,,,
2787,06/19/2018,06/11/2018,"LNZRO Pizza Empire, Inc.",New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,,,
2788,06/18/2018,06/12/2018,"Ami Cosmetics Co., Ltd.",Center for Drug Evaluation and Research,Failure to Comply with Drug Listing Requirements/Misbranded,,07/11/2018,,
2789,06/05/2018,05/23/2018,"Creative Science, Inc.",Detroit District Office,Human Drug/Marketing/Animal Drug/Unsafe/Adulterated,,11/01/2019,,
2790,06/19/2018,06/06/2018,The Health Management Group Inc.,Cincinnati District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,,,,
2791,06/05/2018,05/18/2018,Kolmar Korea Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2792,06/19/2018,05/21/2018,"Oeyama-Moto-Medical Group Foundation, LLC",Center for Drug Evaluation and Research,Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies,,,,
2793,06/19/2018,04/20/2018,E-Liquid Circle LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2794,06/05/2018,05/29/2018,TramadolHub,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2795,06/05/2018,05/29/2018,RxCash.Biz,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2796,06/05/2018,05/29/2018,RemedyMart,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2797,06/05/2018,05/29/2018,One Stop Pharma,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2798,07/03/2018,06/26/2018,"Foshan Jinxiong Technology Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2799,07/03/2018,05/31/2018,"Jacobs Pills, Inc.",New Jersey District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2800,07/03/2018,06/20/2018,KPC Products Inc,Los Angeles District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,,06/12/2019,,
2801,07/03/2018,06/26/2018,American Chinese Medicine Association,Detroit District Office,New Drug/Misbranded,,,,
2802,07/03/2018,06/22/2018,"Sichuan Friendly Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,,,
2803,07/17/2018,07/06/2018,Aegle Nutrition LLC,Dallas District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,,08/05/2020,,
2804,07/10/2018,06/27/2018,Zhuhai United Laboratories Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2805,09/12/2018,09/12/2018,Huntington Beach Vape Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,04/11/2019,,
2806,09/18/2018,08/20/2018,Tri-Coast Pharmacy,Dallas District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2807,09/12/2018,08/30/2018,Esmoker Canada Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2808,09/18/2018,08/29/2018,"Pharmaceutical Laboratories and Consultants, Inc.",Detroit District Office,CGMP/Finished Pharmaceuticals/Adulterated,,,,
2809,09/12/2018,08/30/2018,The Cigar Store Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2810,09/12/2018,08/30/2018,My Vape DNA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2811,09/12/2018,08/30/2018,Precision Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2812,09/12/2018,08/30/2018,X2 Cigs,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2813,09/12/2018,08/30/2018,Dew Drops Eliquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2814,09/12/2018,08/30/2018,Elev8 Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2815,09/12/2018,08/30/2018,Vapor Haus,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2816,09/12/2018,08/30/2018,"West Coast Vape Supply, Inc",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2817,08/28/2018,05/30/2018,Venum Vapur LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2818,08/28/2018,06/14/2018,Green Planet Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2819,08/28/2018,07/26/2018,"SK Vape Technology Co., Ltd",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2820,08/28/2018,07/26/2018,Paradise Vape UK,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2821,08/28/2018,07/26/2018,Peak Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2822,08/28/2018,07/26/2018,Smoke To Live Outlet Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2823,08/28/2018,07/27/2018,MMWTA Mothers Milk WTA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2824,09/12/2018,08/30/2018,"SN Holdings, Inc. d/b/a 80V eLiquid",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2825,09/11/2018,09/04/2018,Mitra Distributing Inc.,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2826,09/11/2018,09/04/2018,Chillin Mix Kratom,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,,,
2827,09/18/2018,08/28/2018,"Celletech, Ltd",Minneapolis District Office,New Drugs/Dietary Supplements/Food Labeling/Misbranded,,,,
2828,09/18/2018,08/29/2018,"Fagron, Inc",Detroit District Office,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,06/17/2019,,
2829,09/25/2018,08/31/2018,"Independent Nutrition, Inc.",Seattle District Office,Unapproved New Animal Drug/Adultered/Misbranded/Misleading,,,,
2830,09/25/2018,09/17/2018,"Rock Farm, LLC dba WholeFood Farmacy",Cincinnati District Office,"Rock Farm, LLC dba WholeFood Farmacy, Unapproved New Drugs/Misbranded",,,,
2831,09/25/2018,09/10/2018,Wilson Medicine Company,Center for Drug Evaluation and Research,"Wilson Medicine Company, CGMP/Finished Pharmaceuticals/Adulterated",,,,
2832,09/25/2018,05/20/2018,Mars Cigars & Pipes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2833,09/25/2018,09/10/2018,"Atlas Pharmaceuticals, LLC",San Francisco District Office,Compounding Pharmacy/Adulterated Drug Products,,,,
2834,09/25/2018,03/05/2018,"Uckele Health & Nutrition, Inc.",Chicago District Office,"Uckele Health & Nutrition, Inc., CGMP/Dietary Supplement/Adulterated/Misbranded",,10/10/2019,,
2835,01/03/2022,12/29/2021,"Varigard, LLC",Center for Drug Evaluation and Research | CDER,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),,,,
2836,01/04/2022,12/21/2021,"Vasyl Melnyk, M.D.",Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program/IRB,,,,
2837,01/04/2022,12/20/2021,Slam Cake Vapes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,,,
2838,01/04/2022,01/03/2022,"Amcyte Pharma, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Product Related to Coronavirus Disease 2019 (COVID-19),,,,
2839,04/14/2021,04/13/2021,"Trinity Natural Health & Pain Management, Inc.",Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
2840,04/15/2021,03/24/2021,"Tresmonet Technologies, Inc., TM Testing, Inc. dba TM Technologies, Inc./TM Labs",Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
2841,04/15/2021,03/25/2021,"Ikcon Investments, Inc dba Ikcon Medical",Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
2842,04/15/2021,03/26/2021,Fast Masks USA LLC,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
2843,04/15/2021,03/18/2021,Block Scientific,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
2844,04/15/2021,04/06/2021,Sethi Laboratories,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,,,
